7.3868,6.0367
7.3873,6.036
7.3889,6.0362
7.3925,6.0355
7.397,6.0344
7.4007,6.0311
7.4014,6.0281
7.4012,6.0171
7.4044,6.0124
7.4158,6.0062
7.4306,6.0062
7.4311,6.0064
7.4314,6.0083
7.4332,6.0098
7.4372,6.0086
7.4515,6.0138
7.4615,6.0148
7.4758,6.0124
7.4939,6.0167
7.5105,6.0214
7.5201,6.02
7.5307,6.0128
7.5366,6.0081
7.5423,6.0008
7.5472,5.9949
7.5534,5.9815
7.5529,5.9663
7.5461,5.9641
7.5406,5.9593
7.5403,5.9541
7.5425,5.9442
7.5476,5.9334
7.5396,5.9072
7.5187,5.908
7.4976,5.9077
7.4981,5.9008
7.5004,5.8916
7.5203,5.8839
7.5262,5.8799
7.5273,5.8733
7.527,5.8688
7.5248,5.8651
7.5226,5.8614
7.5226,5.8581
7.5271,5.8478
7.5315,5.8408
7.533,5.8378
7.5352,5.8367
7.5396,5.8379
7.5444,5.8405
7.5519,5.8435
7.5525,5.8435
7.5667,5.8439
7.571,5.8411
7.5848,5.8373
7.5955,5.8344
7.6059,5.8341
7.6129,5.8348
7.6225,5.8345
7.6262,5.8341
7.631,5.8323
7.65,5.8245
7.6571,5.824
7.684,5.8223
7.7042,5.8192
7.7131,5.818
7.729,5.8159
7.7566,5.813
7.7642,5.814
7.7804,5.8068
7.7863,5.8049
7.793,5.7916
7.7939,5.7773
7.7968,5.7616
7.8039,5.745
7.8154,5.7359
7.8206,5.7278
7.8306,5.7231
7.8406,5.7107
7.862,5.6974
7.8706,5.6936
7.8863,5.6878
7.8901,5.6848
7.8933,5.6823
7.897,5.6771
7.9016,5.6702
7.9062,5.6657
7.9108,5.6611
7.9154,5.6554
7.9177,5.6496
7.9166,5.6427
7.9143,5.6358
7.9144,5.6301
7.9144,5.6278
7.9133,5.6186
7.9133,5.6151
7.9122,5.6095
7.9064,5.6036
7.9027,5.601
7.902,5.5974
7.91,5.5881
7.91,5.5875
7.9077,5.5783
7.9061,5.5706
7.9046,5.5687
7.906,5.5648
7.9067,5.5599
7.9067,5.5519
7.9079,5.5427
7.9079,5.5358
7.9149,5.5209
7.9206,5.5094
7.9218,5.5048
7.9241,5.4991
7.9264,5.4922
7.9287,5.4865
7.931,5.4773
7.9345,5.4692
7.9391,5.4612
7.9437,5.4566
7.9471,5.4521
7.9506,5.4475
7.954,5.4417
7.9563,5.4372
7.9586,5.4314
7.9598,5.4257
7.9644,5.4165
7.969,5.4073
7.9725,5.3993
7.9737,5.3936
7.9782,5.389
7.9806,5.3832
7.984,5.3764
7.9863,5.3706
7.9863,5.3672
7.9875,5.3626
7.9864,5.3603
7.9852,5.358
7.983,5.3557
7.9773,5.3545
7.9727,5.3545
7.9681,5.3556
7.9624,5.3556
7.9578,5.3567
7.9499,5.3567
7.9419,5.3578
7.9339,5.3577
7.9202,5.3611
7.9122,5.3611
7.9019,5.3633
7.8905,5.3656
7.8804,5.3668
7.878,5.3671
7.8761,5.3689
7.8827,5.382
7.8783,5.3854
7.875,5.3906
7.8722,5.4004
7.8712,5.4023
7.8683,5.4081
7.8677,5.4115
7.8665,5.4144
7.8653,5.4184
7.8636,5.4202
7.8613,5.4213
7.8584,5.4219
7.8561,5.4224
7.8532,5.4224
7.8504,5.4224
7.8383,5.4217
7.8211,5.4233
7.809,5.4278
7.7986,5.4364
7.7928,5.4398
7.7888,5.4444
7.7876,5.4478
7.7864,5.4519
7.7847,5.4547
7.7841,5.4576
7.7829,5.4628
7.7811,5.4674
7.7799,5.4703
7.7782,5.4731
7.7759,5.4754
7.7741,5.4772
7.7689,5.48
7.7655,5.4829
7.7631,5.4863
7.7614,5.488
7.7602,5.4903
7.7596,5.4926
7.7602,5.4972
7.7596,5.5007
7.7601,5.5053
7.7589,5.5082
7.7572,5.5105
7.7548,5.5122
7.7514,5.5145
7.7485,5.5162
7.7456,5.5167
7.7428,5.5173
7.7341,5.5178
7.7296,5.5172
7.7267,5.5166
7.7233,5.5148
7.7193,5.5131
7.717,5.5125
7.7136,5.5119
7.7107,5.5124
7.7112,5.5165
7.7106,5.5194
7.7078,5.5188
7.7049,5.5176
7.7019,5.5176
7.6959,5.5183
7.694,5.5163
7.6929,5.514
7.6918,5.5117
7.6912,5.5088
7.6901,5.5059
7.6913,5.5019
7.693,5.4996
7.6948,5.4979
7.6977,5.4956
7.7,5.4933
7.7023,5.4899
7.7041,5.4864
7.7047,5.4829
7.7047,5.4795
7.7036,5.4749
7.7037,5.4708
7.7031,5.4673
7.7031,5.4645
7.7032,5.4622
7.7032,5.4593
7.7027,5.4535
7.7016,5.45
7.701,5.4477
7.6999,5.4448
7.6999,5.4408
7.7005,5.4385
7.7006,5.4356
7.7,5.4315
7.6977,5.4321
7.6954,5.4344
7.6931,5.4355
7.6914,5.4372
7.6891,5.4378
7.6856,5.4384
7.6822,5.4395
7.6782,5.44
7.6759,5.4412
7.6741,5.4423
7.6718,5.444
7.6695,5.4457
7.6678,5.4474
7.6632,5.4474
7.6603,5.4474
7.6569,5.4456
7.6552,5.4442
7.6535,5.4427
7.6512,5.4404
7.6489,5.4381
7.6467,5.4363
7.6427,5.434
7.641,5.4322
7.6393,5.4305
7.6381,5.4282
7.6364,5.4253
7.6348,5.4212
7.6342,5.4189
7.6343,5.4143
7.6343,5.412
7.6337,5.4085
7.6332,5.4056
7.6321,5.4021
7.6315,5.3992
7.631,5.3969
7.6299,5.3946
7.6288,5.3917
7.6276,5.39
7.6265,5.3882
7.6254,5.3865
7.6242,5.3848
7.6237,5.3824
7.6243,5.3801
7.626,5.3784
7.6283,5.3779
7.6312,5.3779
7.6335,5.3785
7.6369,5.3802
7.6397,5.382
7.6416,5.3837
7.6444,5.3846
7.6507,5.385
7.6558,5.3843
7.6624,5.3843
7.6679,5.3847
7.6716,5.3843
7.6757,5.3829
7.6776,5.3812
7.6776,5.38
7.6771,5.3777
7.6765,5.3731
7.676,5.3696
7.6737,5.365
7.6726,5.3621
7.6709,5.3586
7.6698,5.3557
7.6681,5.3516
7.6676,5.3493
7.6665,5.3464
7.6653,5.3441
7.6636,5.3424
7.6625,5.3406
7.6608,5.3395
7.6585,5.336
7.6563,5.3331
7.6546,5.3313
7.6523,5.3284
7.6506,5.3267
7.6489,5.3249
7.6455,5.3238
7.6415,5.3231
7.638,5.322
7.6346,5.3219
7.6306,5.3213
7.6289,5.3202
7.6255,5.3184
7.622,5.3178
7.618,5.3183
7.6157,5.3195
7.6128,5.32
7.61,5.3206
7.6076,5.3234
7.6065,5.3263
7.603,5.3269
7.6013,5.3251
7.599,5.324
7.5968,5.3216
7.5951,5.3205
7.5916,5.3187
7.5876,5.3187
7.583,5.3204
7.5819,5.3221
7.579,5.3232
7.5755,5.3243
7.5721,5.3243
7.5681,5.322
7.5664,5.3208
7.5647,5.3179
7.5624,5.3127
7.5608,5.3092
7.5591,5.308
7.5562,5.3063
7.5516,5.3063
7.5493,5.3068
7.5464,5.3085
7.5436,5.3097
7.5407,5.3091
7.5378,5.3073
7.535,5.3038
7.5345,5.3009
7.5356,5.2992
7.5385,5.2963
7.5403,5.2935
7.5432,5.2912
7.5455,5.2883
7.5472,5.2866
7.5496,5.2832
7.5513,5.2809
7.5519,5.2786
7.5531,5.2757
7.5531,5.2728
7.552,5.2693
7.5497,5.2664
7.548,5.2635
7.5458,5.2606
7.5435,5.2583
7.5424,5.256
7.5418,5.2519
7.5419,5.2485
7.5419,5.2456
7.5419,5.2427
7.5414,5.2392
7.5414,5.2369
7.542,5.2329
7.5415,5.2294
7.5415,5.2265
7.5416,5.2231
7.541,5.2179
7.5405,5.2127
7.5405,5.2092
7.5406,5.2063
7.54,5.2029
7.5401,5.1988
7.5395,5.1965
7.5401,5.1936
7.5396,5.1913
7.539,5.1873
7.5334,5.1757
7.529,5.1612
7.5279,5.156
7.529,5.1543
7.5308,5.1503
7.5314,5.1468
7.5326,5.1439
7.5338,5.1405
7.5332,5.137
7.5333,5.1318
7.5333,5.1289
7.5339,5.1243
7.534,5.1209
7.5334,5.1157
7.5341,5.111
7.5347,5.1087
7.5364,5.1053
7.5382,5.1018
7.5399,5.0995
7.5411,5.0978
7.5428,5.095
7.5446,5.0927
7.5463,5.0904
7.5469,5.0881
7.5458,5.0846
7.5447,5.0823
7.543,5.0776
7.5419,5.0742
7.5413,5.0719
7.5402,5.069
7.538,5.0661
7.5357,5.0637
7.5323,5.0608
7.5294,5.0585
7.526,5.0573
7.5243,5.0561
7.5203,5.0549
7.5189,5.0532
7.5251,5.0505
7.531,5.0489
7.5301,5.0476
7.5283,5.0449
7.5289,5.0386
7.5279,5.0377
7.5256,5.0371
7.5227,5.0365
7.5205,5.0366
7.518,5.0373
7.5154,5.0382
7.5123,5.0366
7.5097,5.0345
7.5119,5.0301
7.512,5.026
7.5097,5.0214
7.5086,5.0185
7.5075,5.0156
7.5064,5.0133
7.5047,5.0121
7.4919,5.0078
7.4905,5.0062
7.4891,5.0037
7.4878,5.0016
7.4852,4.9982
7.4836,4.9963
7.4804,4.9966
7.4779,4.9979
7.4746,4.9973
7.4711,4.9959
7.4657,4.9868
7.4678,4.9841
7.4683,4.981
7.4678,4.9783
7.4626,4.9733
7.4632,4.9725
7.4661,4.9702
7.4695,4.968
7.473,4.9655
7.4776,4.9655
7.4802,4.9655
7.4811,4.9642
7.4821,4.9609
7.484,4.9606
7.4862,4.9606
7.4891,4.9606
7.4914,4.9595
7.492,4.9543
7.4915,4.9508
7.4915,4.9468
7.4908,4.9456
7.4899,4.9443
7.4894,4.9429
7.489,4.9407
7.4882,4.9398
7.487,4.9381
7.4842,4.9358
7.4825,4.9346
7.4808,4.9328
7.4787,4.9195
7.4781,4.9155
7.4771,4.9088
7.4809,4.9063
7.4857,4.9032
7.4875,4.8979
7.4871,4.8908
7.4807,4.8827
7.4819,4.8798
7.4842,4.8769
7.4854,4.8746
7.4865,4.8729
7.4877,4.8706
7.4889,4.8683
7.4901,4.866
7.4912,4.8643
7.4935,4.8625
7.4958,4.8608
7.4987,4.8591
7.4993,4.8551
7.4988,4.8516
7.4977,4.8499
7.4971,4.8458
7.4989,4.8424
7.5006,4.8395
7.5007,4.8366
7.5007,4.8343
7.4996,4.8326
7.4979,4.8308
7.4967,4.8291
7.4944,4.8279
7.4933,4.8262
7.4916,4.8244
7.4887,4.8218
7.4873,4.8247
7.4868,4.8276
7.4786,4.833
7.4744,4.8367
7.4716,4.8423
7.4662,4.8454
7.4604,4.8454
7.4552,4.8451
7.4467,4.8454
7.4365,4.854
7.4292,4.8624
7.4164,4.8667
7.4067,4.8659
7.3928,4.8618
7.3735,4.8629
7.362,4.8653
7.3601,4.8666
7.3524,4.8719
7.3409,4.8729
7.3342,4.8733
7.3308,4.8735
7.3261,4.8761
7.3198,4.8796
7.3078,4.8755
7.2949,4.8752
7.2815,4.8739
7.2714,4.873
7.257,4.8652
7.2409,4.8569
7.2307,4.858
7.2151,4.8572
7.2054,4.8586
7.1912,4.8639
7.1853,4.8723
7.1738,4.8794
7.1647,4.8813
7.1559,4.8837
7.1472,4.8903
7.1437,4.8956
7.1404,4.9006
7.1438,4.9132
7.1503,4.9243
7.1596,4.9354
7.1685,4.9448
7.1814,4.9493
7.1949,4.953
7.195,4.9554
7.1936,4.9664
7.1913,4.974
7.1891,4.9784
7.1851,4.9823
7.1923,4.9823
7.207,4.9808
7.219,4.9783
7.2351,4.981
7.2412,4.994
7.2455,5.0075
7.2483,5.0173
7.2517,5.0331
7.2514,5.0494
7.2529,5.0643
7.2558,5.0773
7.2569,5.0797
7.2642,5.0945
7.2704,5.1023
7.2714,5.1035
7.2787,5.1168
7.279,5.1195
7.2802,5.1316
7.2686,5.1451
7.2652,5.1491
7.2648,5.1521
7.266,5.1537
7.2682,5.1543
7.273,5.1566
7.278,5.1616
7.2831,5.1681
7.2843,5.1709
7.2835,5.1854
7.2808,5.1924
7.278,5.1968
7.275,5.1996
7.2724,5.2018
7.2639,5.2156
7.2646,5.2192
7.2653,5.2221
7.2662,5.2261
7.2663,5.2281
7.2664,5.2307
7.2668,5.2336
7.2668,5.2362
7.2669,5.2394
7.2676,5.2421
7.2698,5.2468
7.2716,5.2494
7.2737,5.2528
7.2761,5.2557
7.2768,5.26
7.2778,5.2729
7.2787,5.2761
7.2793,5.2781
7.2808,5.2815
7.2823,5.2858
7.2837,5.2884
7.2849,5.2912
7.2867,5.2947
7.2879,5.2967
7.2886,5.2983
7.2873,5.3033
7.2873,5.3079
7.2896,5.3125
7.292,5.315
7.2916,5.3196
7.2916,5.3228
7.2917,5.3253
7.2923,5.3276
7.2932,5.3299
7.2943,5.3322
7.2961,5.3342
7.2975,5.3362
7.2987,5.3382
7.2999,5.3405
7.3011,5.3436
7.3017,5.3457
7.3035,5.3482
7.3035,5.3517
7.3044,5.354
7.3057,5.3581
7.3087,5.36
7.3119,5.3614
7.3134,5.3634
7.3145,5.3657
7.3157,5.3679
7.3166,5.3705
7.3181,5.374
7.3193,5.3774
7.3202,5.3794
7.3219,5.3825
7.3222,5.3845
7.3225,5.3866
7.3226,5.3897
7.3226,5.3932
7.3226,5.3955
7.3221,5.3992
7.3216,5.4012
7.3219,5.4049
7.3228,5.4075
7.324,5.4101
7.3263,5.4141
7.3275,5.4161
7.3287,5.4187
7.3296,5.421
7.3313,5.4244
7.3334,5.427
7.3351,5.4304
7.3363,5.4321
7.338,5.4338
7.3395,5.4355
7.3412,5.4372
7.3436,5.4395
7.347,5.4421
7.3491,5.4429
7.3513,5.4432
7.3539,5.4446
7.356,5.4463
7.3574,5.4486
7.3589,5.4503
7.3604,5.4529
7.3612,5.4552
7.3616,5.4572
7.3624,5.4592
7.3636,5.462
7.3642,5.4658
7.3666,5.4683
7.3686,5.4701
7.3706,5.4723
7.3735,5.4752
7.375,5.4769
7.3762,5.4792
7.3776,5.4826
7.3785,5.4852
7.3791,5.4875
7.3798,5.4912
7.3812,5.4938
7.3824,5.4964
7.3836,5.4998
7.3848,5.5015
7.3857,5.5038
7.3871,5.5072
7.388,5.5104
7.3909,5.5112
7.3926,5.5124
7.3938,5.5147
7.3962,5.5178
7.3982,5.5204
7.4002,5.5221
7.4017,5.5241
7.4029,5.5261
7.4043,5.5286
7.4067,5.5332
7.4073,5.5358
7.4076,5.5378
7.4088,5.5427
7.4085,5.5447
7.408,5.5476
7.4083,5.5499
7.4095,5.553
7.4115,5.555
7.4141,5.5576
7.4159,5.5596
7.4174,5.5621
7.4171,5.5641
7.4163,5.5673
7.4152,5.571
7.4149,5.5736
7.4152,5.5759
7.4173,5.5782
7.4199,5.5793
7.4225,5.581
7.4228,5.5836
7.426,5.5856
7.4263,5.5879
7.4266,5.5922
7.4272,5.5954
7.4279,5.5988
7.4285,5.6014
7.4291,5.604
7.4302,5.6062
7.4323,5.6094
7.4295,5.6169
7.429,5.6203
7.4285,5.6243
7.4276,5.6269
7.4265,5.6287
7.4257,5.6315
7.4226,5.635
7.4215,5.6382
7.4206,5.6402
7.4198,5.6422
7.4187,5.6454
7.4176,5.6485
7.4179,5.6511
7.4179,5.6534
7.4177,5.656
7.4166,5.6594
7.4163,5.6615
7.4152,5.6638
7.4138,5.6664
7.4124,5.6689
7.411,5.6715
7.4102,5.6738
7.4082,5.677
7.4051,5.6796
7.4028,5.6811
7.4008,5.6819
7.3983,5.6843
7.3957,5.6863
7.3931,5.6886
7.3914,5.6898
7.3897,5.6915
7.3872,5.6947
7.3858,5.6964
7.384,5.6988
7.383,5.7007
7.3822,5.7036
7.3816,5.7056
7.3851,5.7027
7.3889,5.7017
7.3913,5.7019
7.3928,5.7036
7.3941,5.7057
7.3949,5.7081
7.3968,5.7087
7.3997,5.7104
7.4003,5.7127
7.4004,5.7175
7.4001,5.7207
7.3991,5.7247
7.398,5.7287
7.3971,5.7331
7.3963,5.7365
7.3961,5.7408
7.3953,5.7451
7.395,5.7474
7.3948,5.7503
7.3945,5.7529
7.3943,5.7558
7.3946,5.7606
7.395,5.7649
7.3944,5.769
7.3936,5.7724
7.3943,5.7761
7.394,5.7787
7.3943,5.7807
7.3944,5.7842
7.3936,5.7893
7.3933,5.7931
7.3936,5.7959
7.3934,5.7991
7.3929,5.8034
7.3926,5.8069
7.3924,5.8092
7.393,5.8123
7.393,5.8166
7.3928,5.8195
7.3923,5.8232
7.3917,5.8267
7.3926,5.831
7.3924,5.8338
7.3919,5.8361
7.3913,5.8384
7.391,5.8404
7.39,5.8453
7.3894,5.8479
7.3883,5.8508
7.3872,5.8542
7.3867,5.8583
7.3864,5.8609
7.3865,5.8632
7.3868,5.8663
7.3871,5.8683
7.3874,5.8706
7.3883,5.8735
7.3886,5.8755
7.3894,5.8791
7.3896,5.8815
7.391,5.8844
7.3913,5.8867
7.3925,5.8901
7.3937,5.8921
7.3949,5.8941
7.3961,5.8987
7.3964,5.9007
7.3964,5.9044
7.3959,5.9076
7.3942,5.9102
7.392,5.9119
7.3879,5.9128
7.3851,5.9108
7.3825,5.9094
7.3804,5.9083
7.3784,5.9071
7.3767,5.906
7.3738,5.9051
7.3712,5.9046
7.3692,5.904
7.3672,5.9035
7.3629,5.9038
7.3589,5.9052
7.3558,5.9064
7.3535,5.9067
7.35,5.907
7.3457,5.9071
7.3434,5.9079
7.3409,5.9097
7.3386,5.9103
7.3352,5.9114
7.3312,5.9118
7.328,5.9123
7.3249,5.9127
7.3229,5.9127
7.32,5.913
7.318,5.9133
7.3154,5.9136
7.3123,5.9142
7.3097,5.9145
7.3077,5.9151
7.3054,5.9154
7.3028,5.916
7.3003,5.9163
7.296,5.9163
7.2934,5.9166
7.2902,5.9172
7.288,5.9178
7.2845,5.9184
7.2832,5.919
7.2695,5.9199
7.2668,5.9223
7.2661,5.9277
7.2658,5.9308
7.2646,5.9323
7.2632,5.9343
7.2627,5.9363
7.261,5.9389
7.2564,5.9505
7.2545,5.9653
7.2593,5.9777
7.264,5.9915
7.2726,5.9977
7.2831,5.9986
7.3016,5.9981
7.3183,5.9986
7.3226,6.0038
7.333,6.0314
7.3383,6.0362
7.3391,6.0421
7.3616,6.0405
7.3763,6.04
7.3848,6.0373
7.3868,6.0367
NaN,NaN
13.621,10.948
13.626,10.948
13.626,10.948
13.627,10.948
13.631,10.947
13.641,10.946
13.648,10.946
13.651,10.946
13.658,10.945
13.66,10.945
13.664,10.945
13.67,10.945
13.67,10.945
13.676,10.945
13.688,10.945
13.692,10.946
13.691,10.935
13.69,10.92
13.69,10.904
13.689,10.893
13.683,10.879
13.679,10.872
13.675,10.863
13.672,10.854
13.665,10.844
13.661,10.837
13.654,10.83
13.651,10.829
13.644,10.825
13.64,10.819
13.636,10.812
13.633,10.806
13.63,10.804
13.628,10.798
13.62,10.785
13.615,10.778
13.611,10.774
13.607,10.762
13.606,10.752
13.602,10.733
13.597,10.715
13.592,10.702
13.588,10.693
13.579,10.683
13.56,10.667
13.55,10.659
13.545,10.653
13.542,10.646
13.542,10.646
13.543,10.642
13.544,10.636
13.544,10.633
13.54,10.629
13.534,10.615
13.532,10.608
13.53,10.598
13.531,10.585
13.534,10.571
13.535,10.555
13.539,10.54
13.542,10.531
13.548,10.526
13.551,10.522
13.555,10.509
13.555,10.507
13.555,10.504
13.554,10.5
13.553,10.494
13.55,10.484
13.55,10.483
13.547,10.476
13.544,10.472
13.54,10.47
13.532,10.465
13.528,10.46
13.525,10.455
13.522,10.441
13.521,10.433
13.52,10.423
13.521,10.415
13.522,10.411
13.523,10.399
13.523,10.391
13.521,10.386
13.514,10.377
13.512,10.374
13.509,10.368
13.508,10.361
13.507,10.353
13.507,10.342
13.51,10.334
13.511,10.322
13.509,10.31
13.505,10.295
13.502,10.283
13.501,10.282
13.494,10.256
13.492,10.242
13.486,10.218
13.483,10.217
13.476,10.217
13.471,10.213
13.47,10.209
13.467,10.203
13.466,10.195
13.462,10.19
13.462,10.189
13.461,10.189
13.461,10.189
13.454,10.177
13.448,10.166
13.444,10.162
13.44,10.157
13.434,10.146
13.429,10.135
13.429,10.128
13.428,10.124
13.418,10.12
13.407,10.114
13.396,10.111
13.381,10.113
13.368,10.112
13.36,10.11
13.352,10.11
13.337,10.111
13.329,10.111
13.323,10.105
13.321,10.096
13.313,10.094
13.287,10.07
13.283,10.061
13.28,10.055
13.279,10.052
13.273,10.046
13.259,10.033
13.252,10.027
13.247,10.014
13.247,10.013
13.251,10.005
13.256,9.999
13.262,9.9956
13.269,9.9922
13.273,9.9897
13.279,9.9806
13.285,9.9715
13.283,9.9625
13.278,9.9478
13.273,9.9363
13.27,9.9281
13.263,9.9233
13.252,9.9152
13.252,9.9152
13.252,9.9151
13.238,9.9095
13.231,9.9001
13.225,9.8876
13.228,9.8773
13.227,9.8699
13.231,9.8674
13.234,9.8588
13.235,9.8501
13.237,9.845
13.239,9.8428
13.243,9.842
13.251,9.8385
13.259,9.8334
13.266,9.8342
13.271,9.8291
13.28,9.8235
13.289,9.8179
13.294,9.8097
13.297,9.8042
13.297,9.7967
13.292,9.79
13.288,9.783
13.284,9.7723
13.276,9.7643
13.27,9.7603
13.265,9.7513
13.262,9.734
13.26,9.7256
13.259,9.7179
13.261,9.7116
13.258,9.7065
13.254,9.6989
13.252,9.6892
13.255,9.6749
13.254,9.6689
13.245,9.6619
13.239,9.6492
13.243,9.6395
13.243,9.6332
13.24,9.6265
13.242,9.6199
13.241,9.6139
13.247,9.6042
